,Submarket,Housing_Type,Cluster
625,Mecklenburg County 17 (NC), Townhouse,1
626,Mecklenburg County 7 (NC), Single Family,3
627,Mecklenburg County 7 (NC), Single Family,3
628,Mecklenburg County 7 (NC), Single Family,3
629,Mint Hill, Single Family,3
630,Mint Hill, Single Family,3
631,Mecklenburg County 36 (NC), Single Family,3
632,Mecklenburg County 36 (NC), Single Family,3
633,Davidson, Single Family,3
634,Mecklenburg County 16 (NC), Condominium,4
635,Matthews, Single Family,3
636,Huntersville, Single Family,2
637,Davidson, Single Family,3
638,Mecklenburg County 36 (NC), Single Family,3
639,Mecklenburg County 34 (NC), Single Family,3
640,Mecklenburg County 20 (NC), Single Family,3
641,Mecklenburg County 20 (NC), Single Family,3
642,Mecklenburg County 30 (NC), Condominium,4
643,Mecklenburg County 8 (NC), Condominium,4
644,Mecklenburg County 8 (NC), Condominium,4
645,Pineville, Single Family,3
646,Mecklenburg County 17 (NC), Townhouse,1
647,Pineville, Condominium,4
648,Pineville, Condominium,4
649,Mecklenburg County 14 (NC), Single Family,3
650,Mecklenburg County 34 (NC), Single Family,3
651,Mecklenburg County 34 (NC), Single Family,3
652,Mecklenburg County 29 (NC), Condominium,4
653,Mecklenburg County 29 (NC), Single Family,1
654,Mecklenburg County 14 (NC), Single Family,3
655,Mecklenburg County 13 (NC), Single Family,3
656,Cornelius, Single Family,4
657,Cornelius, Single Family,4
658,Mecklenburg County 25 (NC), Single Family,3
659,Mecklenburg County 14 (NC), Single Family,3
660,Mecklenburg County 2 (NC), Single Family,3
661,Matthews, Single Family,3
662,Mecklenburg County 25 (NC), Single Family,3
663,Mecklenburg County 8 (NC), Single Family,3
664,Mecklenburg County 23 (NC), Townhouse,1
665,Mecklenburg County 34 (NC), Single Family,3
666,Mecklenburg County 34 (NC), Single Family,3
667,Mecklenburg County 3 (NC), Single Family,3
668,Mecklenburg County 7 (NC), Single Family,3
669,Davidson, Single Family,3
670,Mecklenburg County 29 (NC), Townhouse,1
671,Mecklenburg County 34 (NC), Single Family,3
672,Mecklenburg County 25 (NC), Single Family,3
673,Matthews, Single Family,3
674,Matthews, Single Family,3
675,Cornelius, Condominium,4
676,Cornelius, Condominium,4
677,Cornelius, Condominium,4
678,Mecklenburg County 15 (NC), Single Family,3
679,Mecklenburg County 21 (NC), Condominium,4
680,Mecklenburg County 21 (NC), Condominium,4
681,Mecklenburg County 21 (NC), Condominium,4
682,Pineville, Single Family,3
683,Mecklenburg County 18 (NC), Single Family,3
684,Mecklenburg County 28 (NC), Townhouse,1
685,Mecklenburg County 28 (NC), Townhouse,1
686,Mecklenburg County 28 (NC), Townhouse,1
687,Mecklenburg County 34 (NC), Single Family,3
688,Mecklenburg County 34 (NC), Single Family,3
689,Mecklenburg County 35 (NC), Single Family,0
690,Mecklenburg County 35 (NC), Single Family,0
691,Mecklenburg County 35 (NC), Single Family,0
692,Mecklenburg County 35 (NC), Single Family,0
693,Mecklenburg County 16 (NC), Single Family,3
694,Mecklenburg County 35 (NC), Single Family,0
695,Mecklenburg County 15 (NC), Single Family,3
696,Mecklenburg County 14 (NC), Townhouse,1
697,Mecklenburg County 34 (NC), Single Family,3
698,Mecklenburg County 34 (NC), Single Family,3
699,Huntersville, Single Family,2
700,Mecklenburg County 34 (NC), Single Family,3
701,Mecklenburg County 34 (NC), Single Family,3
702,Mecklenburg County 19 (NC), Single Family,3
703,Mecklenburg County 19 (NC), Single Family,3
704,Mecklenburg County 15 (NC), Single Family,3
705,Mecklenburg County 34 (NC), Single Family,3
706,Mecklenburg County 17 (NC), Condominium,4
707,Mecklenburg County 17 (NC), Single Family,3
708,Mecklenburg County 28 (NC), Single Family,3
709,Mecklenburg County 28 (NC), Single Family,3
710,Mecklenburg County 29 (NC), Single Family,1
711,Mecklenburg County 19 (NC), Single Family,3
712,Mecklenburg County 14 (NC), Single Family,3
713,Charlotte, Condominium,4
714,Huntersville, Single Family,2
715,Mecklenburg County 28 (NC), Single Family,3
716,Mecklenburg County 34 (NC), Single Family,3
717,Mecklenburg County 19 (NC), Townhouse,1
718,Mecklenburg County 19 (NC), Townhouse,1
719,Mecklenburg County 34 (NC), Single Family,3
720,Mecklenburg County 19 (NC), Single Family,3
721,Mecklenburg County 29 (NC), Single Family,1
722,Mecklenburg County 13 (NC), Single Family,3
723,Mecklenburg County 13 (NC), Single Family,3
724,Mecklenburg County 7 (NC), Single Family,3
725,Mecklenburg County 15 (NC), Single Family,3
726,Mecklenburg County 34 (NC), Single Family,3
727,Mecklenburg County 34 (NC), Single Family,3
728,Mecklenburg County 34 (NC), Townhouse,1
729,Mint Hill, Single Family,3
730,Mecklenburg County 6 (NC), Condominium,4
731,Mecklenburg County 27 (NC), Single Family,3
732,Mecklenburg County 25 (NC), Single Family,3
733,Mecklenburg County 25 (NC), Single Family,3
734,Mecklenburg County 25 (NC), Single Family,3
735,Mecklenburg County 19 (NC), Condominium,4
736,Mecklenburg County 9 (NC), Single Family,3
737,Mecklenburg County 15 (NC), Single Family,3
738,Mecklenburg County 7 (NC), Single Family,3
739,Davidson, Single Family,3
740,Davidson, Single Family,3
741,Davidson, Single Family,3
742,Davidson, Single Family,3
743,Davidson, Single Family,3
744,Davidson, Single Family,3
745,Davidson, Single Family,3
746,Mecklenburg County 29 (NC), Single Family,1
747,Mecklenburg County 29 (NC), Single Family,1
748,Mecklenburg County 36 (NC), Single Family,3
749,Mecklenburg County 14 (NC), Single Family,3
750,Mecklenburg County 8 (NC), Single Family,3
751,Mecklenburg County 15 (NC), Single Family,3
752,Mecklenburg County 27 (NC), Single Family,3
753,Mecklenburg County 18 (NC), Single Family,3
754,Mecklenburg County 9 (NC), Single Family,3
755,Mecklenburg County 28 (NC), Single Family,3
756,Mecklenburg County 13 (NC), Single Family,3
757,Mecklenburg County 34 (NC), Condominium,4
758,Charlotte, Single Family,3
759,Charlotte, Single Family,3
760,Mecklenburg County 26 (NC), Single Family,3
761,Mecklenburg County 26 (NC), Single Family,3
762,Mecklenburg County 30 (NC), Townhouse,1
763,Mecklenburg County 28 (NC), Townhouse,1
764,Mecklenburg County 36 (NC), Townhouse,1
765,Mecklenburg County 21 (NC), Townhouse,1
766,Mecklenburg County 30 (NC), Single Family,3
767,Mecklenburg County 18 (NC), Single Family,3
768,Mecklenburg County 29 (NC), Townhouse,1
769,Mecklenburg County 29 (NC), Townhouse,1
770,Davidson, Single Family,3
771,Mecklenburg County 29 (NC), Single Family,1
772,Mecklenburg County 16 (NC), Condominium,4
773,Mecklenburg County 29 (NC), Single Family,1
774,Mecklenburg County 15 (NC), Single Family,3
775,Matthews, Single Family,3
776,Mecklenburg County 18 (NC), Single Family,3
777,Mecklenburg County 18 (NC), Single Family,3
778,Mecklenburg County 15 (NC), Single Family,3
779,Mecklenburg County 18 (NC), Single Family,3
780,Mecklenburg County 15 (NC), Single Family,3
781,Mecklenburg County 15 (NC), Single Family,3
782,Mecklenburg County 24 (NC), Single Family,3
783,Mecklenburg County 24 (NC), Single Family,3
784,Mecklenburg County 19 (NC), Condominium,4
785,Mecklenburg County 29 (NC), Single Family,1
786,Mecklenburg County 29 (NC), Single Family,1
787,Mecklenburg County 23 (NC), Single Family,3
788,Mecklenburg County 23 (NC), Single Family,3
789,Mecklenburg County 14 (NC), Single Family,3
790,Mecklenburg County 14 (NC), Single Family,3
791,Mecklenburg County 21 (NC), Single Family,3
792,Mecklenburg County 21 (NC), Single Family,3
793,Mecklenburg County 21 (NC), Single Family,3
794,Mecklenburg County 21 (NC), Single Family,3
795,Mecklenburg County 21 (NC), Single Family,3
796,Mecklenburg County 22 (NC), Single Family,3
797,Mecklenburg County 21 (NC), Single Family,3
798,Mecklenburg County 14 (NC), Condominium,4
799,Mecklenburg County 6 (NC), Condominium,4
800,Mecklenburg County 11 (NC), Single Family,3
801,Mecklenburg County 11 (NC), Single Family,3
802,Mecklenburg County 11 (NC), Single Family,3
803,Mecklenburg County 13 (NC), Single Family,3
804,Matthews, Single Family,3
805,Pineville, Townhouse,1
806,Mecklenburg County 17 (NC), Single Family,3
807,Cornelius, Single Family,4
808,Mecklenburg County 30 (NC), Single Family,3
809,Davidson, Single Family,3
810,Davidson, Single Family,3
811,Davidson, Single Family,3
812,Davidson, Single Family,3
813,Mecklenburg County 13 (NC), Single Family,3
814,Mecklenburg County 14 (NC), Single Family,3
815,Mecklenburg County 1 (NC), Condominium,4
816,Cornelius, Townhouse,4
817,Davidson, Single Family,3
818,Davidson, Single Family,3
819,Mecklenburg County 15 (NC), Single Family,3
820,Mecklenburg County 16 (NC), Condominium,4
821,Cornelius, Condominium,4
822,Mecklenburg County 23 (NC), Single Family,3
823,Mecklenburg County 34 (NC), Townhouse,1
824,Mecklenburg County 36 (NC), Single Family,3
825,Mecklenburg County 36 (NC), Single Family,3
826,Mecklenburg County 34 (NC), Townhouse,1
827,Mecklenburg County 34 (NC), Townhouse,1
828,Mecklenburg County 34 (NC), Townhouse,1
829,Mecklenburg County 21 (NC), Condominium,4
830,Mecklenburg County 35 (NC), Single Family,0
831,Matthews, Single Family,3
832,Mecklenburg County 11 (NC), Condominium,4
833,Mecklenburg County 30 (NC), Single Family,3
834,Mecklenburg County 1 (NC), Condominium,4
835,Mecklenburg County 1 (NC), Condominium,4
836,Mecklenburg County 1 (NC), Condominium,4
837,Mecklenburg County 28 (NC), Single Family,3
838,Mecklenburg County 15 (NC), Townhouse,1
839,Mecklenburg County 15 (NC), Townhouse,1
840,Mecklenburg County 15 (NC), Townhouse,1
841,Mecklenburg County 1 (NC), Condominium,4
842,Mecklenburg County 9 (NC), Single Family,3
843,Mecklenburg County 36 (NC), Single Family,3
844,Mecklenburg County 15 (NC), Single Family,3
845,Mecklenburg County 17 (NC), Single Family,3
846,Mecklenburg County 22 (NC), Single Family,3
847,Mecklenburg County 17 (NC), Single Family,3
848,Mecklenburg County 17 (NC), Single Family,3
849,Mecklenburg County 26 (NC), Single Family,3
850,Mecklenburg County 36 (NC), Single Family,3
851,Mecklenburg County 4 (NC), Single Family,3
852,Mecklenburg County 36 (NC), Single Family,3
853,Huntersville, Single Family,2
854,Huntersville, Single Family,2
855,Matthews, Single Family,3
856,Cornelius, Condominium,4
857,Mecklenburg County 35 (NC), Townhouse,0
858,Mecklenburg County 35 (NC), Single Family,0
859,Mecklenburg County 35 (NC), Single Family,0
860,Mecklenburg County 35 (NC), Single Family,0
861,Huntersville, Single Family,2
862,Mecklenburg County 36 (NC), Townhouse,1
863,Mecklenburg County 15 (NC), Single Family,3
864,Mecklenburg County 15 (NC), Single Family,3
865,Mecklenburg County 17 (NC), Single Family,3
866,Huntersville, Single Family,2
867,Mecklenburg County 14 (NC), Single Family,3
868,Mecklenburg County 14 (NC), Single Family,3
869,Mecklenburg County 14 (NC), Single Family,3
870,Mecklenburg County 14 (NC), Townhouse,1
871,Mecklenburg County 14 (NC), Single Family,3
872,Mecklenburg County 36 (NC), Single Family,3
873,Mecklenburg County 29 (NC), Single Family,1
874,Mecklenburg County 19 (NC), Single Family,3
875,Mecklenburg County 36 (NC), Townhouse,1
876,Mecklenburg County 6 (NC), Townhouse,1
877,Mecklenburg County 6 (NC), Townhouse,1
878,Mecklenburg County 6 (NC), Townhouse,1
879,Mecklenburg County 18 (NC), Single Family,3
880,Mecklenburg County 18 (NC), Townhouse,1
881,Davidson, Single Family,3
882,Mecklenburg County 12 (NC), Single Family,3
883,Mecklenburg County 26 (NC), Single Family,3
884,Mecklenburg County 26 (NC), Single Family,3
885,Mecklenburg County 23 (NC), Single Family,3
886,Mecklenburg County 16 (NC), Single Family,3
887,Mecklenburg County 27 (NC), Single Family,3
888,Huntersville, Single Family,2
889,Huntersville, Townhouse,2
890,Mecklenburg County 36 (NC), Single Family,3
891,Mecklenburg County 29 (NC), Single Family,1
892,Huntersville, Condominium,2
893,Mecklenburg County 9 (NC), Single Family,3
894,Mecklenburg County 36 (NC), Single Family,3
895,Mecklenburg County 34 (NC), Single Family,3
896,Mecklenburg County 34 (NC), Single Family,3
897,Mecklenburg County 34 (NC), Single Family,3
898,Mecklenburg County 29 (NC), Single Family,1
899,Mecklenburg County 6 (NC), Single Family,3
900,Mecklenburg County 8 (NC), Single Family,3
901,Mecklenburg County 28 (NC), Single Family,3
902,Mecklenburg County 15 (NC), Single Family,3
903,Mecklenburg County 9 (NC), Single Family,3
904,Mecklenburg County 9 (NC), Single Family,3
905,Mecklenburg County 27 (NC), Townhouse,1
906,Mecklenburg County 2 (NC), Condominium,4
907,Cornelius, Condominium,4
908,Pineville, Townhouse,1
909,Mecklenburg County 2 (NC), Condominium,4
910,Huntersville, Single Family,2
911,Mecklenburg County 1 (NC), Condominium,4
912,Mecklenburg County 1 (NC), Condominium,4
913,Mecklenburg County 1 (NC), Condominium,4
914,Mecklenburg County 16 (NC), Condominium,4
915,Mecklenburg County 16 (NC), Condominium,4
916,Mecklenburg County 27 (NC), Single Family,3
917,Mecklenburg County 27 (NC), Single Family,3
918,Mecklenburg County 29 (NC), Townhouse,1
919,Mecklenburg County 26 (NC), Single Family,3
920,Mecklenburg County 7 (NC), Single Family,3
921,Cornelius, Townhouse,4
922,Mecklenburg County 16 (NC), Single Family,3
923,Mecklenburg County 16 (NC), Single Family,3
924,Mecklenburg County 36 (NC), Single Family,3
925,Mecklenburg County 6 (NC), Single Family,3
926,Mecklenburg County 9 (NC), Single Family,3
927,Mecklenburg County 9 (NC), Townhouse,1
928,Mecklenburg County 9 (NC), Townhouse,1
929,Mecklenburg County 27 (NC), Single Family,3
930,Mecklenburg County 13 (NC), Single Family,3
931,Mint Hill, Single Family,3
932,Mecklenburg County 23 (NC), Condominium,4
933,Mecklenburg County 23 (NC), Condominium,4
934,Huntersville, Single Family,2
935,Huntersville, Single Family,2
936,Mecklenburg County 3 (NC), Single Family,3
937,Mecklenburg County 3 (NC), Single Family,3
938,Mecklenburg County 3 (NC), Single Family,3
939,Mecklenburg County 16 (NC), Condominium,4
940,Mecklenburg County 34 (NC), Townhouse,1
941,Matthews, Townhouse,1
942,Mecklenburg County 29 (NC), Townhouse,1
943,Cornelius, Condominium,4
944,Mecklenburg County 36 (NC), Single Family,3
945,Mecklenburg County 3 (NC), Single Family,3
946,Mecklenburg County 19 (NC), Single Family,3
947,Mecklenburg County 19 (NC), Single Family,3
948,Mecklenburg County 19 (NC), Single Family,3
949,Mecklenburg County 29 (NC), Single Family,1
950,Mecklenburg County 19 (NC), Single Family,3
951,Charlotte, Single Family,3
952,Charlotte, Single Family,3
953,Mecklenburg County 27 (NC), Single Family,3
954,Mecklenburg County 14 (NC), Condominium,4
955,Huntersville, Single Family,2
956,Mecklenburg County 35 (NC), Single Family,0
957,Mecklenburg County 35 (NC), Single Family,0
958,Mecklenburg County 29 (NC), Single Family,1
959,Mecklenburg County 29 (NC), Single Family,1
960,Mecklenburg County 14 (NC), Condominium,4
961,Mecklenburg County 14 (NC), Single Family,3
962,Mecklenburg County 24 (NC), Single Family,3
963,Mecklenburg County 24 (NC), Single Family,3
964,Mecklenburg County 15 (NC), Single Family,3
965,Mecklenburg County 29 (NC), Single Family,1
966,Cornelius, Single Family,4
967,Mecklenburg County 29 (NC), Single Family,1
968,Mecklenburg County 24 (NC), Single Family,3
969,Mecklenburg County 29 (NC), Single Family,1
970,Mecklenburg County 9 (NC), Single Family,3
971,Mecklenburg County 14 (NC), Single Family,3
972,Mecklenburg County 34 (NC), Single Family,3
973,Mecklenburg County 34 (NC), Single Family,3
974,Mecklenburg County 6 (NC), Condominium,4
975,Mecklenburg County 6 (NC), Condominium,4
976,Mecklenburg County 23 (NC), Single Family,3
977,Mecklenburg County 23 (NC), Single Family,3
978,Huntersville, Single Family,2
979,Pineville, Condominium,4
980,Mecklenburg County 35 (NC), Single Family,0
981,Mecklenburg County 35 (NC), Single Family,0
982,Mecklenburg County 35 (NC), Single Family,0
983,Mecklenburg County 24 (NC), Single Family,3
984,Mecklenburg County 24 (NC), Single Family,3
985,Mecklenburg County 19 (NC), Single Family,3
986,Mecklenburg County 29 (NC), Single Family,1
987,Mint Hill, Single Family,3
988,Mecklenburg County 18 (NC), Single Family,3
989,Mecklenburg County 36 (NC), Single Family,3
990,Mecklenburg County 36 (NC), Single Family,3
991,Mecklenburg County 9 (NC), Single Family,3
992,Mecklenburg County 36 (NC), Single Family,3
993,Mecklenburg County 7 (NC), Condominium,4
994,Mecklenburg County 6 (NC), Single Family,3
995,Mecklenburg County 8 (NC), Single Family,3
996,Mecklenburg County 8 (NC), Single Family,3
997,Mecklenburg County 8 (NC), Single Family,3
998,Mecklenburg County 15 (NC), Single Family,3
999,Mecklenburg County 36 (NC), Single Family,3
1000,Mecklenburg County 36 (NC), Single Family,3
1001,Mecklenburg County 19 (NC), Single Family,3
1002,Mecklenburg County 36 (NC), Single Family,3
1003,Mecklenburg County 6 (NC), Single Family,3
1004,Mecklenburg County 6 (NC), Single Family,3
1005,Mecklenburg County 28 (NC), Single Family,3
1006,Mecklenburg County 28 (NC), Single Family,3
