,Site_Zip,Housing_Type,Cluster
24050,28215, Single Family,2
24051,28215, Single Family,2
24052,28215, Single Family,2
24053,28205, Single Family,2
24054,28226, Townhouse,0
24055,28226, Townhouse,0
24056,28212, Single Family,2
24057,28212, Single Family,2
24058,28212, Single Family,2
24059,28212, Single Family,2
24060,28226, Townhouse,0
24061,28036, Single Family,2
24062,28036, Single Family,2
24063,28036, Single Family,2
24064,28277, Single Family,2
24065,28277, Single Family,2
24066,28277, Single Family,2
24067,28277, Single Family,2
24068,28277, Single Family,2
24069,28277, Single Family,2
24070,28277, Single Family,2
24071,28277, Single Family,2
24072,28277, Single Family,2
24073,28277, Single Family,2
24074,28277, Single Family,2
24075,28277, Single Family,2
24076,28211, Single Family,4
24077,28211, Single Family,4
24078,28213, Single Family,2
24079,28213, Single Family,2
24080,28213, Single Family,2
24081,28213, Single Family,2
24082,28213, Single Family,2
24083,28213, Single Family,2
24084,28031, Single Family,1
24085,28031, Single Family,1
24086,28031, Single Family,1
24087,28031, Single Family,1
24088,28031, Single Family,1
24089,28031, Single Family,1
24090,28031, Single Family,1
24091,28202, Townhouse,0
24092,28202, Townhouse,0
24093,28202, Townhouse,0
24094,28105, Single Family,2
24095,28105, Single Family,2
24096,28105, Single Family,2
24097,28105, Single Family,2
24098,28104, Single Family,2
24099,28273, Townhouse,0
24100,28273, Townhouse,0
24101,28273, Townhouse,0
24102,28273, Townhouse,0
24103,28273, Townhouse,0
24104,28273, Townhouse,0
24105,28273, Townhouse,0
24106,28273, Townhouse,0
24107,28273, Townhouse,0
24108,28214, Single Family,2
24109,28078, Single Family,2
24110,28078, Single Family,2
24111,28078, Single Family,2
24112,28078, Single Family,2
24113,28078, Single Family,2
24114,28078, Single Family,2
24115,28078, Single Family,2
24116,28078, Single Family,2
24117,28078, Single Family,2
24118,28269, Single Family,2
24119,28031, Townhouse,1
24120,28270, Single Family,2
24121,28205, Condominium,3
24122,28036, Condominium,3
24123,28210, Single Family,3
24124,28210, Single Family,3
24125,28210, Single Family,3
24126,28210, Single Family,3
24127,28210, Single Family,3
24128,28210, Single Family,3
24129,28210, Single Family,3
24130,28210, Single Family,3
24131,28210, Single Family,3
24132,28210, Single Family,3
24133,28210, Single Family,3
24134,28210, Single Family,3
24135,28210, Single Family,3
24136,28210, Single Family,3
24137,28210, Single Family,3
24138,28031, Single Family,1
24139,28210, Single Family,3
24140,28212, Single Family,2
24141,28105, Single Family,2
24142,28212, Single Family,2
24143,28212, Condominium,3
24144,28226, Single Family,2
24145,28226, Single Family,2
24146,28226, Single Family,2
24147,28215, Single Family,2
24148,28226, Single Family,2
24149,28211, Single Family,4
24150,28270, Single Family,2
24151,28270, Single Family,2
24152,28270, Single Family,2
24153,28134, Single Family,2
24154,28134, Single Family,2
24155,28134, Single Family,2
24156,28134, Single Family,2
24157,28134, Single Family,2
24158,28134, Single Family,2
24159,28134, Single Family,2
24160,28134, Single Family,2
24161,28134, Single Family,2
24162,28209, Condominium,3
24163,28277, Single Family,2
24164,28226, Single Family,2
24165,28226, Single Family,2
24166,28226, Condominium,3
24167,28226, Condominium,3
24168,28226, Single Family,2
24169,28226, Single Family,2
24170,28226, Townhouse,0
24171,28226, Single Family,2
24172,28226, Single Family,2
24173,28226, Single Family,2
24174,28226, Single Family,2
24175,28226, Single Family,2
24176,28226, Townhouse,0
24177,28226, Townhouse,0
24178,28226, Townhouse,0
24179,28226, Single Family,2
24180,28226, Single Family,2
24181,28226, Townhouse,0
24182,28226, Single Family,2
24183,28226, Single Family,2
24184,28226, Single Family,2
24185,28226, Single Family,2
24186,28226, Single Family,2
24187,28226, Single Family,2
24188,28226, Single Family,2
24189,28226, Single Family,2
24190,28215, Single Family,2
24191,28215, Single Family,2
24192,28207, Condominium,3
24193,28214, Single Family,2
24194,28134, Townhouse,0
24195,28134, Townhouse,0
24196,28134, Townhouse,0
24197,28134, Townhouse,0
24198,28134, Townhouse,0
24199,28134, Townhouse,0
24200,28134, Townhouse,0
24201,28134, Townhouse,0
24202,28216, Single Family,0
24203,28216, Single Family,0
24204,28134, Single Family,2
24205,28134, Single Family,2
24206,28134, Single Family,2
24207,28134, Single Family,2
24208,28208, Single Family,2
24209,28217, Condominium,3
24210,28217, Condominium,3
24211,28217, Condominium,3
24212,28277, Single Family,2
24213,28277, Single Family,2
24214,28277, Single Family,2
24215,28277, Single Family,2
24216,28078, Single Family,2
24217,28078, Single Family,2
24218,28078, Single Family,2
24219,28078, Single Family,2
24220,28078, Single Family,2
24221,28078, Single Family,2
24222,28078, Single Family,2
24223,28078, Single Family,2
24224,28078, Single Family,2
24225,28078, Single Family,2
24226,28078, Single Family,2
24227,28078, Single Family,2
24228,28078, Single Family,2
24229,28078, Townhouse,0
24230,28078, Townhouse,0
24231,28216, Single Family,0
24232,28216, Single Family,0
24233,28226, Single Family,2
24234,28215, Single Family,2
24235,28078, Single Family,2
24236,28078, Single Family,2
24237,28105, Single Family,2
24238,28105, Single Family,2
24239,28214, Single Family,2
24240,28214, Single Family,2
24241,28214, Single Family,2
24242,28214, Single Family,2
24243,28214, Single Family,2
24244,28214, Single Family,2
24245,28214, Single Family,2
24246,28214, Single Family,2
24247,28214, Single Family,2
24248,28214, Single Family,2
24249,28216, Single Family,0
24250,28215, Single Family,2
24251,28215, Single Family,2
24252,28215, Single Family,2
24253,28215, Single Family,2
24254,28215, Single Family,2
24255,28202, Condominium,3
24256,28214, Single Family,2
24257,28214, Single Family,2
24258,28214, Single Family,2
24259,28214, Single Family,2
24260,28214, Single Family,2
24261,28214, Single Family,2
24262,28214, Single Family,2
24263,28214, Townhouse,0
24264,28214, Townhouse,0
24265,28209, Single Family,2
24266,28273, Single Family,2
24267,28273, Single Family,2
24268,28273, Single Family,2
24269,28202, Condominium,3
24270,28202, Condominium,3
24271,28277, Townhouse,0
24272,28277, Townhouse,0
24273,28277, Townhouse,0
24274,28277, Townhouse,0
24275,28277, Townhouse,0
24276,28277, Townhouse,0
24277,28226, Single Family,2
24278,28226, Single Family,2
24279,28273, Single Family,2
24280,28273, Single Family,2
24281,28273, Single Family,2
24282,28215, Single Family,2
24283,28215, Single Family,2
24284,28215, Single Family,2
24285,28226, Single Family,2
24286,28226, Single Family,2
24287,28078, Single Family,2
24288,28078, Single Family,2
24289,28078, Single Family,2
24290,28078, Single Family,2
24291,28078, Single Family,2
24292,28078, Single Family,2
24293,28078, Single Family,2
24294,28078, Single Family,2
24295,28078, Single Family,2
24296,28078, Single Family,2
24297,28078, Single Family,2
24298,28078, Single Family,2
24299,28212, Single Family,2
24300,28208, Condominium,3
24301,28208, Townhouse,0
24302,28208, Townhouse,0
24303,28208, Townhouse,0
24304,28216, Single Family,0
24305,28078, Single Family,2
24306,28078, Single Family,2
24307,28078, Single Family,2
24308,28078, Single Family,2
24309,28078, Single Family,2
24310,28078, Single Family,2
24311,28078, Single Family,2
24312,28078, Single Family,2
24313,28078, Single Family,2
24314,28078, Single Family,2
24315,28078, Single Family,2
24316,28078, Single Family,2
24317,28205, Condominium,3
24318,28205, Single Family,2
24319,28205, Single Family,2
24320,28211, Single Family,4
24321,28226, Single Family,2
24322,28226, Single Family,2
24323,28226, Single Family,2
24324,28210, Condominium,3
24325,28210, Condominium,3
24326,28226, Single Family,2
24327,28205, Single Family,2
24328,28205, Single Family,2
24329,28205, Single Family,2
24330,28205, Single Family,2
24331,28205, Single Family,2
24332,28205, Single Family,2
24333,28205, Single Family,2
24334,28205, Single Family,2
24335,28205, Single Family,2
24336,28205, Single Family,2
24337,28205, Single Family,2
24338,28205, Single Family,2
24339,28205, Single Family,2
24340,28205, Single Family,2
24341,28205, Single Family,2
24342,28214, Single Family,2
24343,28214, Single Family,2
24344,28214, Single Family,2
24345,28213, Single Family,2
24346,28278, Townhouse,0
24347,28270, Single Family,2
24348,28078, Single Family,2
24349,28216, Single Family,0
24350,28216, Single Family,0
24351,28216, Single Family,0
24352,28216, Single Family,0
24353,28216, Single Family,0
24354,28216, Single Family,0
24355,28216, Single Family,0
24356,28216, Single Family,0
24357,28216, Single Family,0
24358,28269, Single Family,2
24359,28269, Single Family,2
24360,28205, Single Family,2
24361,28205, Single Family,2
24362,28205, Single Family,2
24363,28205, Single Family,2
24364,28205, Single Family,2
24365,28205, Single Family,2
24366,28205, Single Family,2
24367,28205, Single Family,2
24368,28210, Single Family,3
24369,28210, Single Family,3
24370,28210, Single Family,3
24371,28273, Single Family,2
24372,28273, Single Family,2
24373,28214, Single Family,2
24374,28208, Single Family,2
24375,28269, Single Family,2
24376,28269, Single Family,2
24377,28269, Single Family,2
24378,28269, Single Family,2
24379,28269, Single Family,2
24380,28269, Single Family,2
24381,28269, Single Family,2
24382,28269, Single Family,2
24383,28269, Single Family,2
24384,28269, Single Family,2
24385,28269, Single Family,2
24386,28105, Single Family,2
24387,28269, Single Family,2
24388,28269, Single Family,2
24389,28269, Single Family,2
24390,28227, Single Family,2
24391,28227, Single Family,2
24392,28227, Single Family,2
24393,28227, Single Family,2
24394,28227, Single Family,2
24395,28227, Single Family,2
24396,28227, Single Family,2
24397,28227, Single Family,2
24398,28227, Single Family,2
24399,28227, Single Family,2
24400,28227, Single Family,2
24401,28227, Single Family,2
24402,28227, Single Family,2
24403,28227, Single Family,2
24404,28227, Single Family,2
24405,28227, Single Family,2
24406,28227, Single Family,2
24407,28227, Single Family,2
24408,28227, Single Family,2
24409,28227, Single Family,2
24410,28211, Single Family,4
24411,28214, Single Family,2
24412,28269, Single Family,2
24413,28211, Single Family,4
24414,28211, Single Family,4
24415,28211, Condominium,4
24416,28211, Condominium,4
24417,28211, Condominium,4
24418,28211, Condominium,4
24419,28216, Single Family,0
24420,28216, Single Family,0
24421,28215, Townhouse,0
24422,28215, Single Family,2
24423,28215, Single Family,2
24424,28215, Single Family,2
24425,28215, Single Family,2
24426,28078, Single Family,2
24427,28212, Single Family,2
24428,28208, Single Family,2
24429,28202, Condominium,3
24430,28216, Single Family,0
24431,28216, Single Family,0
24432,28216, Single Family,0
24433,28216, Single Family,0
24434,28270, Single Family,2
24435,28262, Single Family,2
24436,28262, Single Family,2
24437,28262, Single Family,2
24438,28227, Single Family,2
24439,28227, Single Family,2
24440,28227, Single Family,2
24441,28269, Single Family,2
24442,28214, Single Family,2
24443,28214, Single Family,2
24444,28211, Single Family,4
24445,28209, Single Family,2
24446,28209, Condominium,3
24447,28213, Single Family,2
24448,28105, Single Family,2
24449,28105, Single Family,2
24450,28105, Single Family,2
24451,28031, Single Family,1
24452,28212, Single Family,2
24453,28277, Single Family,2
24454,28277, Single Family,2
24455,28215, Single Family,2
24456,28213, Single Family,2
24457,28213, Single Family,2
24458,28213, Townhouse,0
24459,28211, Single Family,4
24460,28210, Single Family,3
24461,28209, Single Family,2
24462,28209, Single Family,2
24463,28209, Single Family,2
24464,28209, Single Family,2
24465,28209, Single Family,2
24466,28209, Single Family,2
24467,28226, Condominium,3
24468,28226, Condominium,3
24469,28226, Condominium,3
24470,28226, Condominium,3
24471,28226, Condominium,3
24472,28277, Single Family,2
24473,28277, Single Family,2
24474,28277, Single Family,2
24475,28211, Single Family,4
24476,28269, Single Family,2
24477,28269, Single Family,2
24478,28269, Single Family,2
24479,28269, Single Family,2
24480,28205, Single Family,2
24481,28205, Condominium,3
24482,28205, Single Family,2
24483,28205, Single Family,2
24484,28205, Single Family,2
24485,28227, Single Family,2
24486,28134, Single Family,2
24487,28227, Single Family,2
24488,28227, Single Family,2
24489,28210, Single Family,3
24490,28212, Condominium,3
24491,28211, Single Family,4
24492,28031, Single Family,1
24493,28031, Single Family,1
24494,28031, Single Family,1
24495,28031, Single Family,1
24496,28031, Single Family,1
24497,28031, Townhouse,1
24498,28202, Condominium,3
24499,28211, Townhouse,4
24500,28211, Townhouse,4
24501,28211, Townhouse,4
24502,28211, Townhouse,4
24503,28211, Townhouse,4
24504,28211, Condominium,4
24505,28211, Condominium,4
24506,28211, Condominium,4
24507,28211, Single Family,4
24508,28226, Single Family,2
24509,28226, Single Family,2
24510,28226, Single Family,2
24511,28214, Single Family,2
24512,28214, Single Family,2
24513,28214, Single Family,2
